"","date","name","price.mean"
"566",2011-03-21,"서울 ",1783.33333333333
"567",2011-03-21,"수원",2510
"568",2011-03-21,"울산",1880
"569",2011-03-21,"인천",1680
"570",2011-03-21,"전주",1680
"571",2011-03-21,"제주",2480
"572",2011-03-21,"청주",2100
"573",2011-03-22,"광주",1760
"574",2011-03-22,"대구",1877.5
"575",2011-03-22,"대전",1860
"576",2011-03-22,"부산",2310
"577",2011-03-22,"서울 ",1783.33333333333
"578",2011-03-22,"수원",2510
"579",2011-03-22,"울산",1880
"580",2011-03-22,"인천",1680
"581",2011-03-22,"전주",1680
"582",2011-03-22,"제주",2480
"583",2011-03-22,"청주",2100
"584",2011-03-23,"광주",1760
"585",2011-03-23,"대구",1877.5
"586",2011-03-23,"대전",1860
"587",2011-03-23,"부산",2310
"588",2011-03-23,"서울 ",1783.33333333333
"589",2011-03-23,"수원",2510
"590",2011-03-23,"울산",1880
"591",2011-03-23,"인천",1680
"592",2011-03-23,"전주",1680
"593",2011-03-23,"제주",2480
"594",2011-03-23,"청주",2100
"595",2011-03-24,"광주",1760
"596",2011-03-24,"대구",1877.5
"597",2011-03-24,"대전",1860
"598",2011-03-24,"부산",2310
"599",2011-03-24,"서울 ",1783.33333333333
"600",2011-03-24,"수원",2510
"601",2011-03-24,"울산",1880
"602",2011-03-24,"인천",1680
"603",2011-03-24,"전주",1680
"604",2011-03-24,"제주",2480
"605",2011-03-24,"청주",2100
"606",2011-03-25,"광주",1760
"607",2011-03-25,"대구",1877.5
"608",2011-03-25,"대전",1860
"609",2011-03-25,"부산",2310
"610",2011-03-25,"서울 ",1783.33333333333
"611",2011-03-25,"수원",2510
"612",2011-03-25,"울산",1880
"613",2011-03-25,"인천",1680
"614",2011-03-25,"전주",1680
"615",2011-03-25,"제주",2480
"616",2011-03-25,"청주",2100
"617",2011-03-28,"광주",1760
"618",2011-03-28,"대구",1877.5
"619",2011-03-28,"대전",1860
"620",2011-03-28,"부산",2310
"621",2011-03-28,"서울 ",1736.66666666667
"622",2011-03-28,"수원",2510
"623",2011-03-28,"울산",1880
"624",2011-03-28,"인천",1680
"625",2011-03-28,"전주",1680
"626",2011-03-28,"제주",2480
"627",2011-03-28,"청주",1980
"628",2011-03-29,"광주",1760
